accuracy,completeness,fluency,prosodic,total,words,speaker,gender,age,split,id
7,10.0,6,6,6,"[{'accuracy': 10, 'phones': array(['AE1', 'N', 'IH0'], dtype=object), 'phones-accuracy': array([1.8, 2. , 2. ]), 'stress': 10, 'text': 'ANNIE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AA0', 'N', 'T'], dtype=object), 'phones-accuracy': array([2. , 1.6, 1.8, 2. ]), 'stress': 10, 'text': 'WANT', 'total': 9, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'AE0', 'V'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'HAVE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'AH0', 'M'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'SOME', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['P', 'R', 'IH1', 'T', 'IY0', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'PRETTIES', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0005,m,6,train,000050079
6,7.5,7,7,5,"[{'accuracy': 8, 'phones': array(['K', 'EH0', 'IY0', 'T', 'Z'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 1.8, 1.2]), 'stress': 10, 'text': ""KATE'S"", 'total': 8, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['G', 'AA0', 'T'], dtype=object), 'phones-accuracy': array([2. , 1.6, 2. ]), 'stress': 10, 'text': 'GOT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'AH0', 'M'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'SOME', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 0, 'phones': array(['G', 'R', 'EY0'], dtype=object), 'phones-accuracy': array([0.4, 0.4, 0.4]), 'stress': 10, 'text': 'GREY', 'total': 2, 'mispronunciations': array([{'canonical-phone': 'G', 'index': 0, 'pronounced-phone': 'F'},
        {'canonical-phone': 'R', 'index': 1, 'pronounced-phone': '<unk>'},
        {'canonical-phone': 'EY', 'index': 2, 'pronounced-phone': 'IH'}],
       dtype=object)}                                                                                                                                                                                                                             ]",0005,m,6,train,000050083
7,10.0,6,7,7,"[{'accuracy': 10, 'phones': array(['L', 'UH0', 'K'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'LOOK', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AE0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'AT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 5, 'phones': array(['JH', 'AA0', 'N', 'Z'], dtype=object), 'phones-accuracy': array([2. , 1. , 1.6, 1.2]), 'stress': 10, 'text': ""JOHN'S"", 'total': 6, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'W', 'EH1', 'T', 'ER0'], dtype=object), 'phones-accuracy': array([1.6, 2. , 2. , 2. , 2. ]), 'stress': 10, 'text': 'SWEATER', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0005,m,6,train,000050095
7,10.0,8,6,7,"[{'accuracy': 10, 'phones': array(['T', 'IH0', 'M'], dtype=object), 'phones-accuracy': array([2. , 1.8, 2. ]), 'stress': 10, 'text': 'TIM', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'AE0', 'Z'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'HAS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'A', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'Y', 'UW1', 'T', 'IH0', 'F', 'L'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'BEAUTIFUL', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['T', 'EH0', 'L'], dtype=object), 'phones-accuracy': array([2. , 1.2, 0.8]), 'stress': 10, 'text': 'TELL', 'total': 4, 'mispronunciations': array([], dtype=object)}]",0005,m,6,train,000050099
8,10.0,8,7,7,"[{'accuracy': 10, 'phones': array(['JH', 'IH1', 'M'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'JIM', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'AY0', 'K', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'LIKES', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['Y', 'ER0'], dtype=object), 'phones-accuracy': array([2. , 1.6]), 'stress': 10, 'text': 'YOUR', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'L', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'BLUE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['SH', 'AO0', 'R'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'SHORE', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0005,m,6,train,000050100
8,10.0,8,6,7,"[{'accuracy': 10, 'phones': array(['AE1', 'N', 'IH0'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'ANNIE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'EH0', 'N', 'T'], dtype=object), 'phones-accuracy': array([2. , 1.6, 1.6, 2. ]), 'stress': 10, 'text': 'WENT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AO1', 'K', 'IH0', 'NG'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'WALKING', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'EH0', 'M'], dtype=object), 'phones-accuracy': array([2. , 1.4, 1.4]), 'stress': 10, 'text': 'THEM', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['P', 'AA0', 'R', 'K'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8, 2. ]), 'stress': 10, 'text': 'PARK', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0005,m,6,train,000050114
6,10.0,7,6,5,"[{'accuracy': 10, 'phones': array(['L', 'EY1', 'L', 'AA0'], dtype=object), 'phones-accuracy': array([1.2, 1.2, 2. , 2. ]), 'stress': 10, 'text': 'LAYLA', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['K', 'AE0', 'N'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'CAN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'IY0'], dtype=object), 'phones-accuracy': array([2. , 1.6]), 'stress': 10, 'text': 'SEE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 3, 'phones': array(['HH', 'OW1', 'M', 'T', 'AW0', 'N'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 2. , 0.4, 1.6]), 'stress': 10, 'text': 'HOMETOWN', 'total': 4, 'mispronunciations': array([{'canonical-phone': 'AW', 'index': 4, 'pronounced-phone': '<unk>'}],
       dtype=object)}                                                                                                                                                                                                                                                                        ]",0005,m,6,train,000050118
6,10.0,6,5,5,"[{'accuracy': 10, 'phones': array(['S', 'OW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'SO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'IY1', 'N', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'TINA', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 2, 'phones': array(['W', 'EH0', 'N', 'T'], dtype=object), 'phones-accuracy': array([1.6, 0.4, 0.8, 1.8]), 'stress': 10, 'text': 'WENT', 'total': 3, 'mispronunciations': array([{'canonical-phone': 'EH', 'index': 1, 'pronounced-phone': 'EY'}],
       dtype=object)}
 {'accuracy': 10, 'phones': array(['AA0', 'N'], dtype=object), 'phones-accuracy': array([1.8, 2. ]), 'stress': 10, 'text': 'ON', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2. , 1.8]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AA1', 'SH', 'R', 'UW0', 'M'], dtype=object), 'phones-accuracy': array([2. , 1.2, 2. , 2. , 2. , 2. ]), 'stress': 10, 'text': 'WASHROOM', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0005,m,6,train,000050122
8,10.0,7,6,7,"[{'accuracy': 10, 'phones': array(['AO0', 'L'], dtype=object), 'phones-accuracy': array([1.6, 2. ]), 'stress': 10, 'text': 'ALL', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'IH0', 'TH'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.6]), 'stress': 10, 'text': 'WITH', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'IH0', 'M'], dtype=object), 'phones-accuracy': array([1.8, 2. , 2. ]), 'stress': 10, 'text': 'HIM', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0005,m,6,train,000050174
9,10.0,9,7,8,"[{'accuracy': 10, 'phones': array(['G', 'UH0', 'D'], dtype=object), 'phones-accuracy': array([2. , 1.2, 2. ]), 'stress': 10, 'text': 'GOOD', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['JH', 'AA0', 'B'], dtype=object), 'phones-accuracy': array([2. , 1.4, 2. ]), 'stress': 10, 'text': 'JOB', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0005,m,6,train,000050175
9,10.0,9,9,9,"[{'accuracy': 10, 'phones': array(['JH', 'EY1', 'M', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'JAYME', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'Z'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['G', 'OW0', 'IH0', 'NG'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'GOING', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'SEE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'EH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'HEN', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0006,f,6,train,000060015
9,10.0,9,8,8,"[{'accuracy': 10, 'phones': array(['D', 'AO1', 'R', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'DORA', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'Z'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['K', 'AH0', 'M'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'COME', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'R', 'AH0', 'M'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.4, 2. ]), 'stress': 10, 'text': 'FROM', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['JH', 'AH0', 'P', 'AE1', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'JAPAN', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0006,f,6,train,000060020
9,10.0,9,9,9,"[{'accuracy': 10, 'phones': array(['S', 'IH0', 'K', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'SIX', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'ONE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'IH0', 'K', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'SIX', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['Z', 'IH1', 'R', 'OW0'], dtype=object), 'phones-accuracy': array([2. , 1.6, 1.6, 2. ]), 'stress': 10, 'text': 'ZERO', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0006,f,6,train,000060029
9,10.0,9,9,9,"[{'accuracy': 10, 'phones': array(['F', 'AY0', 'V'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'FIVE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'TWO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'AO0', 'R'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'FOUR', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'EH1', 'V', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'SEVEN', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0006,f,6,train,000060031
8,10.0,9,9,8,"[{'accuracy': 10, 'phones': array(['Z', 'IH1', 'R', 'OW0'], dtype=object), 'phones-accuracy': array([2. , 1.6, 1.6, 2. ]), 'stress': 10, 'text': 'ZERO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['TH', 'R', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'THREE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'AY0', 'V'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.6]), 'stress': 10, 'text': 'FIVE', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0006,f,6,train,000060049
10,10.0,9,9,9,"[{'accuracy': 10, 'phones': array(['F', 'OW0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'PHONE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['P', 'AA0', 'R', 'T', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'PARTS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'IH1', 'K', 'IH0', 'T', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'TICKETS', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0006,f,6,train,000060056
9,10.0,9,9,9,"[{'accuracy': 10, 'phones': array(['AE0', 'N'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'ANN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['EY0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'ATE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'A', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'IH1', 'T', 'L'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'LITTLE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['D', 'AO0', 'G'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'DOG', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0006,f,6,train,000060077
10,10.0,10,9,9,"[{'accuracy': 10, 'phones': array(['D', 'AH0', 'Z'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'DOES', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'EY1', 'L', 'AA0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'LAYLA', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'AY0', 'K'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'LIKE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['JH', 'AE0', 'M'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'JAM', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0006,f,6,train,000060081
9,10.0,9,9,9,"[{'accuracy': 10, 'phones': array(['K', 'EH0', 'T'], dtype=object), 'phones-accuracy': array([2. , 1.8, 2. ]), 'stress': 10, 'text': 'KATE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'AY0', 'K', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'LIKES', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'AE0', 'M'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'LAMB', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0006,f,6,train,000060082
10,10.0,9,9,9,"[{'accuracy': 10, 'phones': array(['M', 'AA0', 'R', 'K'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'MARK', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['G', 'AA0', 'T'], dtype=object), 'phones-accuracy': array([2. , 1.8, 2. ]), 'stress': 10, 'text': 'GOT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'AH0', 'M'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'SOME', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['N', 'UW1', 'D', 'L', 'Z'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 2. , 1.6]), 'stress': 10, 'text': 'NOODLES', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0006,f,6,train,000060083
10,10.0,9,9,9,"[{'accuracy': 10, 'phones': array(['T', 'AA0', 'M'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'TOM', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'AY0', 'K', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'LIKES', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['OW0', 'L', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'OLD', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'W', 'EH1', 'T', 'ER0'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8, 1.6, 1.6]), 'stress': 10, 'text': 'SWEATER', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0006,f,6,train,000060094
