accuracy,completeness,fluency,prosodic,total,words,speaker,gender,age,split
9,10.0,9,9,8,"[{'accuracy': 10, 'phones': array(['M', 'OW1', 'S', 'T', 'L', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'MOSTLY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0', 'M', 'EH1', 'R', 'IH0', 'K', 'AH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'AMERICAN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['K', 'AH0', 'M', 'Y', 'UW1', 'N', 'AH0', 'T', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'COMMUNITY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['Y', 'UH', 'AH1', 'AH0', 'P'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'EUROPE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'AA1', 'L', 'OW0', 'Z'], dtype=object), 'phones-accuracy': array([2. , 1.6, 2. , 2. , 1.6]), 'stress': 10, 'text': 'FOLLOWS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['G', 'EY0', 'M'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'GAME', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0024,f,25,test
9,10.0,8,9,8,"[{'accuracy': 10, 'phones': array(['W', 'AH0', 'T'], dtype=object), 'phones-accuracy': array([2. , 1.8, 2. ]), 'stress': 10, 'text': 'WHAT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IY0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'HE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AH0', 'Z'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'WAS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'AO1', 'K', 'IH0', 'NG'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'TALKING', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0', 'B', 'AW1', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'ABOUT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'AH0', 'Z'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'WAS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'P', 'AH0', 'R', 'T', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'SPORTS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['JH', 'EH1', 'N', 'R', 'AH0', 'L'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'GENERAL', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0024,f,25,test
9,10.0,8,8,8,"[{'accuracy': 10, 'phones': array(['W', 'EY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'WAY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'EH0', 'L', 'P'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'HELP', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0', 'S'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'US', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AO0', 'L'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'ALL', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AW0', 'T'], dtype=object), 'phones-accuracy': array([1.6, 2. ]), 'stress': 10, 'text': 'OUT', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0024,f,25,test
9,10.0,9,9,9,"[{'accuracy': 10, 'phones': array(['L', 'AH1', 'V', 'L', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'LOVELY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['M', 'EY0', 'K'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'MAKE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['Y', 'UH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'YOUR', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0', 'K', 'W', 'EY1', 'N', 'T', 'AH0', 'N', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'ACQUAINTANCE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'ER0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'SIR', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0024,f,25,test
10,10.0,10,9,9,"[{'accuracy': 10, 'phones': array(['S', 'AH0', 'K', 'S', 'EH1', 'S', 'F', 'L'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'SUCCESSFUL', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'ER0', 'S', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'FIRST', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['D', 'EY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'DAY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'AO0', 'R'], dtype=object), 'phones-accuracy': array([2. , 1.6, 2. ]), 'stress': 10, 'text': 'FOR', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['K', 'AA1', 'L', 'IH0', 'JH'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'COLLEGE', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0024,f,25,test
10,10.0,10,10,9,"[{'accuracy': 10, 'phones': array(['DH', 'IH0', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'THIS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'Z'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'A', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['P', 'R', 'IH1', 'T', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'PRETTY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['G', 'UH0', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'GOOD', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['P', 'L', 'EY0', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'PLACE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2. , 1.6]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'T', 'AA0', 'R', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'START', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0024,f,25,test
10,10.0,10,10,10,"[{'accuracy': 10, 'phones': array(['L', 'AH0', 'V'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'LOVE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'Z'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'A', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'T', 'R', 'AO0', 'NG'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'STRONG', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['M', 'AE0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'MAN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['M', 'IH1', 'D', 'L'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'MIDDLE', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0024,f,25,test
8,10.0,9,9,8,"[{'accuracy': 10, 'phones': array(['S', 'AH1', 'M', 'B', 'AH0', 'D', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'SOMEBODY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'EH0', 'T'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.8]), 'stress': 10, 'text': 'LET', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['M', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'ME', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['N', 'OW0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'KNOW', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'EH0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'WHEN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'T', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': ""IT'S"", 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['OW1', 'V', 'ER0'], dtype=object), 'phones-accuracy': array([2. , 1.8, 2. ]), 'stress': 10, 'text': 'OVER', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0024,f,25,test
9,10.0,9,9,9,"[{'accuracy': 10, 'phones': array(['Y', 'UW0'], dtype=object), 'phones-accuracy': array([2. , 1.8]), 'stress': 10, 'text': 'YOU', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['P', 'UH0', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'PUT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AA0', 'N'], dtype=object), 'phones-accuracy': array([1.8, 2. ]), 'stress': 10, 'text': 'ON', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['R', 'AO0', 'NG'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'WRONG', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0024,f,25,test
8,10.0,9,8,7,"[{'accuracy': 10, 'phones': array(['K', 'AA2', 'M', 'P', 'AH0', 'T', 'IH1', 'SH', 'N'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 2. , 1.2, 2. , 2. , 2. , 2. ]), 'stress': 10, 'text': 'COMPETITION', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['IH0', 'Z'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'IS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['G', 'UH0', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'GOOD', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'AO0', 'R'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'FOR', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 6, 'phones': array(['IH1', 'N', 'D', 'AH0', 'S', 'T', 'R', 'IY0'], dtype=object), 'phones-accuracy': array([2. , 2. , 2. , 0.6, 2. , 2. , 2. , 2. ]), 'stress': 5, 'text': 'INDUSTRY', 'total': 6, 'mispronunciations': array([], dtype=object)}]",0024,f,25,test
9,10.0,9,9,9,"[{'accuracy': 10, 'phones': array(['SH', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'SHE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['L', 'UH0', 'K', 'T'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'LOOKED', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AE1', 'NG', 'K', 'SH', 'AH0', 'S', 'L', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'ANXIOUSLY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AE0', 'T'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'AT', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'AW0', 'S'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'HOUSE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AE0', 'N', 'D'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.6]), 'stress': 10, 'text': 'AND', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'T', 'AA1', 'R', 'T', 'IH0', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'STARTED', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0024,f,25,test
7,10.0,9,9,7,"[{'accuracy': 10, 'phones': array(['DH', 'EY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THEY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['M', 'EY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'MAY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['M', 'EY0', 'K'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'MAKE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['M', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'ME', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['M', 'AO0', 'R'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'MORE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AH0', 'N', 'HH', 'AE1', 'P', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2., 2., 2.]), 'stress': 10, 'text': 'UNHAPPY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AE0', 'N'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'THAN', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['AY0'], dtype=object), 'phones-accuracy': array([2.]), 'stress': 10, 'text': 'I', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 8, 'phones': array(['AH0', 'M'], dtype=object), 'phones-accuracy': array([1.2, 2. ]), 'stress': 10, 'text': 'AM', 'total': 8, 'mispronunciations': array([], dtype=object)}]",0024,f,25,test
9,10.0,9,9,9,"[{'accuracy': 10, 'phones': array(['SH', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'SHE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'UH0', 'D'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'WOULD', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'IY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'BE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['S', 'AA1', 'R', 'IY0'], dtype=object), 'phones-accuracy': array([2. , 1.8, 2. , 2. ]), 'stress': 10, 'text': 'SORRY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['F', 'AO0', 'R'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'FOR', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['HH', 'IH0', 'Z'], dtype=object), 'phones-accuracy': array([2. , 2. , 1.6]), 'stress': 10, 'text': 'HIS', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['D', 'EH0', 'TH'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'DEATH', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0024,f,25,test
9,10.0,9,9,8,"[{'accuracy': 10, 'phones': array(['M', 'AY0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'MY', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['P', 'IY1', 'P', 'L'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'PEOPLE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['W', 'IH0', 'L'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'WILL', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['B', 'R', 'IH0', 'NG'], dtype=object), 'phones-accuracy': array([2., 2., 2., 2.]), 'stress': 10, 'text': 'BRING', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['Y', 'UW0'], dtype=object), 'phones-accuracy': array([2. , 1.6]), 'stress': 10, 'text': 'YOU', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['T', 'UW0'], dtype=object), 'phones-accuracy': array([2. , 1.8]), 'stress': 10, 'text': 'TO', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['DH', 'AH0'], dtype=object), 'phones-accuracy': array([2., 2.]), 'stress': 10, 'text': 'THE', 'total': 10, 'mispronunciations': array([], dtype=object)}
 {'accuracy': 10, 'phones': array(['SH', 'IH0', 'P'], dtype=object), 'phones-accuracy': array([2., 2., 2.]), 'stress': 10, 'text': 'SHIP', 'total': 10, 'mispronunciations': array([], dtype=object)}]",0024,f,25,test
